NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,TUITION,TUITION (2014$),PERCENT PAYING FULL TUITION,PERCENT RECEIVING MEDIAN GRANT OR MORE,TUITION LESS MEDIAN GRANT (2014$)
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2006-2007,"$26,960","$31,660",83.9%,8.1%,"$24,297"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2007-2008,"$28,580","$32,632",81.2%,9.4%,"$26,313"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2008-2009,"$30,290","$33,305",74.9%,12.6%,"$27,258"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2009-2010,"$32,170","$35,499",72.9%,13.6%,"$29,981"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2010-2011,"$34,010","$36,924",73.3%,13.4%,"$28,238"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2011-2012,"$36,050","$37,941",74.6%,12.7%,"$27,416"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2012-2013,"$38,180","$39,368",68.1%,15.9%,"$29,525"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2013-2014,"$39,710","$40,354",73.3%,13.3%,"$30,192"
UNIVERSITY OF DETROIT MERCY SCHOOL OF LAW,1912,1933,PRIVATE,2014-2015,"$40,502","$40,502",N/A,N/A,N/A
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,1996-1997,"$14,700","$22,187",N/A,N/A,N/A
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,1997-1998,"$15,450","$22,786",N/A,N/A,N/A
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,1998-1999,"$16,500","$23,963",N/A,N/A,N/A
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,1999-2000,"$17,365","$24,679",N/A,N/A,N/A
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2000-2001,"$17,610","$24,210",N/A,N/A,N/A
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2001-2002,"$18,688","$24,986",68.6%,15.7%,"$18,147"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2002-2003,"$19,528","$25,701",66.1%,16.9%,"$18,693"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2003-2004,"$20,480","$26,356",36.5%,31.8%,"$19,117"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2004-2005,"$22,160","$27,774",19.2%,40.4%,"$18,365"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2005-2006,"$23,140","$28,051",13.3%,43.3%,"$18,951"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2006-2007,"$24,260","$28,489",17.5%,41.3%,"$19,245"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2007-2008,"$25,436","$29,042",8.6%,45.7%,"$20,757"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2008-2009,"$26,836","$29,507",-7.1%,53.5%,"$21,037"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2009-2010,"$28,740","$31,714",15.5%,42.2%,"$21,817"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2010-2011,"$30,644","$33,269",15.3%,42.3%,"$23,480"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2011-2012,"$34,340","$36,141",5.8%,47.1%,"$22,230"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2012-2013,"$37,140","$38,295",11.8%,44.1%,"$22,518"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2013-2014,"$43,540","$44,246",8.3%,45.9%,"$28,526"
WESTERN MICHIGAN UNIVERSITY COOLEY LAW SCHOOL,1972,1975,PRIVATE,2014-2015,"$44,990","$44,990",N/A,N/A,N/A
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,1996-1997,"$14,498","$21,882",N/A,N/A,N/A
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,1997-1998,"$15,530","$22,904",N/A,N/A,N/A
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,1998-1999,"$16,460","$23,905",N/A,N/A,N/A
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,1999-2000,"$17,493","$24,861",N/A,N/A,N/A
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2000-2001,"$18,240","$25,076",N/A,N/A,N/A
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2001-2002,"$19,180","$25,643",55.6%,22.2%,"$16,284"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2002-2003,"$20,710","$27,257",54.5%,22.8%,"$13,688"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2003-2004,"$22,767","$29,299",52.3%,23.8%,"$13,537"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2004-2005,"$23,858","$29,902",57.1%,21.5%,"$7,981"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2005-2006,"$25,484","$30,892",56.8%,21.6%,"$7,940"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2006-2007,"$27,096","$31,820",51.0%,24.5%,"$8,333"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2007-2008,"$28,682","$32,748",51.1%,24.4%,"$8,543"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2008-2009,"$30,468","$33,501",46.0%,27.0%,"$13,645"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2009-2010,"$32,014","$35,327",42.9%,28.5%,"$14,405"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2010-2011,"$33,506","$36,376",38.8%,30.6%,"$14,866"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2011-2012,"$34,555","$36,367",41.3%,29.4%,"$8,993"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2012-2013,"$36,396","$37,528",36.0%,32.0%,"$13,542"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2013-2014,"$37,204","$37,808",25.5%,37.3%,"$19,024"
HAMLINE UNIVERSITY SCHOOL OF LAW,1972,1975,PRIVATE,2014-2015,"$39,536","$39,536",N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,1996-1997,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,1997-1998,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,1998-1999,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,1999-2000,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2000-2001,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2001-2002,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2002-2003,N/A,N/A,N/A,N/A,N/A
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2003-2004,"$23,672","$30,464",19.5%,40.3%,"$11,160"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2004-2005,"$24,842","$31,136",19.1%,40.4%,"$12,335"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2005-2006,"$25,650","$31,093",20.6%,39.7%,"$16,547"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2006-2007,"$27,200","$31,942",25.7%,37.1%,"$20,199"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2007-2008,"$28,832","$32,919",35.8%,32.1%,"$15,793"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2008-2009,"$32,794","$36,059",40.4%,29.8%,"$14,068"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2009-2010,"$34,756","$38,352",40.5%,29.8%,"$16,283"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2010-2011,"$36,313","$39,424",41.7%,29.2%,"$12,282"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2011-2012,"$34,898","$36,728",32.4%,33.8%,"$10,417"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2012-2013,"$39,244","$40,465",20.9%,39.6%,"$20,874"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2013-2014,"$39,244","$39,881",10.7%,44.6%,"$19,556"
UNIVERSITY OF ST. THOMAS SCHOOL OF LAW,1999,2003,PRIVATE,2014-2015,"$37,185","$37,185",N/A,N/A,N/A
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,1996-1997,"$15,330","$23,138",N/A,N/A,N/A
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,1997-1998,"$16,280","$24,010",N/A,N/A,N/A
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,1998-1999,"$17,230","$25,023",N/A,N/A,N/A
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,1999-2000,"$18,120","$25,752",N/A,N/A,N/A
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2000-2001,"$19,030","$26,162",N/A,N/A,N/A
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2001-2002,"$20,070","$26,833",49.2%,25.4%,"$26,833"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2002-2003,"$21,170","$27,862",42.4%,28.8%,"$22,677"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2003-2004,"$22,545","$29,013",69.2%,15.4%,"$24,503"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2004-2005,"$24,550","$30,770",61.6%,19.2%,"$23,093"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2005-2006,"$26,000","$31,518",50.0%,25.0%,"$29,093"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2006-2007,"$27,530","$32,329",65.4%,17.3%,"$26,458"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2007-2008,"$29,070","$33,191",52.8%,23.6%,"$23,486"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2008-2009,"$30,700","$33,756",61.3%,19.3%,"$11,850"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2009-2010,"$32,340","$35,686",59.9%,20.1%,"$14,795"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2010-2011,"$33,800","$36,696",47.7%,26.2%,"$12,843"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2011-2012,"$35,710","$37,583",44.0%,28.0%,"$18,818"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2012-2013,"$36,020","$37,140",28.2%,35.9%,"$18,570"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2013-2014,"$37,100","$37,702",16.1%,42.0%,"$16,783"
WILLIAM MITCHELL COLLEGE OF LAW,1900,1938,PRIVATE,2014-2015,"$38,660","$38,660",N/A,N/A,N/A
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,1996-1997,"$12,000","$18,112",N/A,N/A,N/A
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,1997-1998,"$13,600","$20,058",N/A,N/A,N/A
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,1998-1999,"$14,291","$20,755",N/A,N/A,N/A
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,1999-2000,"$13,778","$19,581",N/A,N/A,N/A
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2000-2001,"$14,354","$19,733",N/A,N/A,N/A
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2001-2002,"$14,962","$20,004",73.6%,13.2%,"$10,097"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2002-2003,"$15,823","$20,825",81.3%,9.4%,"$10,709"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2003-2004,"$16,915","$21,768",82.4%,8.8%,"$10,060"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2004-2005,"$17,672","$22,149",65.0%,17.5%,"$17,136"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2005-2006,"$19,514","$23,655",70.6%,14.7%,"$21,231"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2006-2007,"$20,140","$23,651",72.3%,13.8%,"$15,040"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2007-2008,"$23,720","$27,083",63.4%,18.3%,"$22,516"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2008-2009,"$25,020","$27,511",66.5%,16.8%,"$22,013"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2009-2010,"$26,300","$29,021",65.1%,17.5%,"$19,090"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2010-2011,"$28,070","$30,475",69.4%,15.3%,"$17,447"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2011-2012,"$29,150","$30,679",75.1%,12.4%,"$17,971"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2012-2013,"$29,450","$30,366",53.3%,23.4%,"$24,179"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2013-2014,"$30,590","$31,086",51.0%,24.5%,"$10,762"
MISSISSIPPI COLLEGE SCHOOL OF LAW,1930,1980,PRIVATE,2014-2015,"$32,680","$32,680",N/A,N/A,N/A
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,1996-1997,"$17,120","$25,839",N/A,N/A,N/A
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,1997-1998,"$18,150","$26,768",N/A,N/A,N/A
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,1998-1999,"$19,170","$27,841",N/A,N/A,N/A
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,1999-2000,"$20,130","$28,609",N/A,N/A,N/A
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2000-2001,"$21,540","$29,613",N/A,N/A,N/A
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2001-2002,"$23,300","$31,152",43.4%,28.3%,"$24,314"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2002-2003,"$24,510","$32,258",50.2%,24.9%,"$16,465"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2003-2004,"$25,710","$33,086",48.2%,25.9%,"$17,643"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2004-2005,"$27,250","$34,154",50.2%,24.9%,"$16,607"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2005-2006,"$28,670","$34,754",50.0%,25.0%,"$18,995"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2006-2007,"$30,190","$35,453",53.9%,23.0%,"$20,187"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2007-2008,"$31,750","$36,251",56.1%,21.9%,"$21,408"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2008-2009,"$33,382","$36,705",54.1%,23.0%,"$17,199"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2009-2010,"$34,362","$37,918",57.2%,21.4%,"$19,059"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2010-2011,"$35,475","$38,514",58.8%,20.6%,"$19,499"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2011-2012,"$36,175","$38,072",59.3%,20.3%,"$19,128"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2012-2013,"$36,885","$38,032",50.9%,24.5%,"$20,504"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2013-2014,"$37,615","$38,225",45.6%,27.2%,"$20,949"
SAINT LOUIS UNIVERSITY SCHOOL OF LAW,1908,1924,PRIVATE,2014-2015,"$38,435","$38,435",N/A,N/A,N/A
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,1996-1997,"$20,350","$30,715",N/A,N/A,N/A
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,1997-1998,"$21,675","$31,967",N/A,N/A,N/A
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,1998-1999,"$23,080","$33,519",N/A,N/A,N/A
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,1999-2000,"$24,280","$34,507",N/A,N/A,N/A
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2000-2001,"$25,730","$35,373",N/A,N/A,N/A
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2001-2002,"$27,380","$36,607",40.9%,29.5%,"$23,237"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2002-2003,"$28,960","$38,115",36.4%,31.8%,"$24,954"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2003-2004,"$31,260","$40,229",36.5%,31.8%,"$24,786"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2004-2005,"$33,189","$41,597",34.8%,32.6%,"$29,064"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2005-2006,"$34,981","$42,405",41.0%,29.5%,"$27,858"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2006-2007,"$36,380","$42,722",43.0%,28.5%,"$25,107"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2007-2008,"$38,189","$43,603",43.6%,28.2%,"$26,476"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2008-2009,"$40,436","$44,461",37.8%,31.1%,"$22,470"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2009-2010,"$42,330","$46,710",35.1%,32.4%,"$24,641"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2010-2011,"$44,125","$47,905",30.6%,34.7%,"$26,192"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2011-2012,"$46,042","$48,457",28.5%,35.8%,"$27,408"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2012-2013,"$47,490","$48,967",24.1%,38.0%,"$24,221"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2013-2014,"$49,945","$50,755",23.1%,38.4%,"$24,333"
WASHINGTON UNIVERSITY SCHOOL OF LAW,1867,1923,PRIVATE,2014-2015,"$50,152","$50,152",N/A,N/A,N/A
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,1996-1997,"$14,326","$21,622",N/A,N/A,N/A
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,1997-1998,"$14,936","$22,028",N/A,N/A,N/A
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,1998-1999,"$15,684","$22,778",N/A,N/A,N/A
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,1999-2000,"$17,114","$24,322",N/A,N/A,N/A
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2000-2001,"$18,066","$24,837",N/A,N/A,N/A
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2001-2002,"$19,162","$25,619",55.4%,22.3%,"$14,923"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2002-2003,"$20,134","$26,499",58.0%,21.0%,"$18,602"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2003-2004,"$21,242","$27,336",58.6%,20.7%,"$19,615"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2004-2005,"$22,312","$27,965",60.9%,19.6%,"$20,445"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2005-2006,"$23,430","$28,402",57.9%,21.1%,"$19,917"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2006-2007,"$24,828","$29,156",62.4%,18.8%,"$19,762"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2007-2008,"$25,850","$29,515",62.1%,19.0%,"$17,928"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2008-2009,"$28,332","$31,152",49.6%,25.2%,"$20,381"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2009-2010,"$30,294","$33,429",51.8%,24.1%,"$24,601"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2010-2011,"$31,386","$34,075",51.6%,24.2%,"$25,389"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2011-2012,"$32,494","$34,198",53.1%,23.4%,"$23,674"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2012-2013,"$33,490","$34,532",48.8%,25.6%,"$20,096"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2013-2014,"$34,494","$35,054",46.9%,26.6%,"$18,286"
CREIGHTON UNIVERSITY SCHOOL OF LAW,1904,1924,PRIVATE,2014-2015,"$35,530","$35,530",N/A,N/A,N/A
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,1996-1997,"$18,900","$28,526",N/A,N/A,N/A
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,1997-1998,"$20,050","$29,570",N/A,N/A,N/A
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,1998-1999,"$21,980","$31,921",N/A,N/A,N/A
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,1999-2000,"$20,714","$29,439",N/A,N/A,N/A
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2000-2001,"$21,890","$30,094",N/A,N/A,N/A
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2001-2002,"$22,870","$30,577",27.8%,36.1%,"$23,892"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2002-2003,"$25,026","$32,937",44.3%,27.8%,"$22,408"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2003-2004,"$26,454","$34,044",49.1%,25.4%,"$21,175"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2004-2005,"$29,950","$37,538",54.1%,22.9%,"$19,991"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2005-2006,"$32,620","$39,542",55.1%,22.5%,"$20,147"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2006-2007,"$35,400","$41,571",58.7%,20.6%,"$21,021"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2007-2008,"$38,040","$43,433",54.6%,22.7%,"$25,165"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2008-2009,"$41,160","$45,257",49.9%,25.0%,"$23,266"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2009-2010,"$42,980","$47,427",49.1%,25.4%,"$25,358"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2010-2011,"$45,058","$48,918",43.5%,28.3%,"$21,776"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2011-2012,"$46,840","$49,297",41.2%,29.4%,"$22,985"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2012-2013,"$48,170","$49,668",33.1%,33.4%,"$23,891"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2013-2014,"$49,070","$49,866",29.6%,35.2%,"$24,460"
SETON HALL UNIVERSITY SCHOOL OF LAW,1951,1951,PRIVATE,2014-2015,"$50,034","$50,034",N/A,N/A,N/A
ALBANY LAW SCHOOL,1851,1930,PRIVATE,1996-1997,"$18,100","$27,319",N/A,N/A,N/A
ALBANY LAW SCHOOL,1851,1930,PRIVATE,1997-1998,"$18,905","$27,882",N/A,N/A,N/A
ALBANY LAW SCHOOL,1851,1930,PRIVATE,1998-1999,"$19,425","$28,211",N/A,N/A,N/A
ALBANY LAW SCHOOL,1851,1930,PRIVATE,1999-2000,"$20,125","$28,602",N/A,N/A,N/A
ALBANY LAW SCHOOL,1851,1930,PRIVATE,2000-2001,"$21,625","$29,729",N/A,N/A,N/A
ALBANY LAW SCHOOL,1851,1930,PRIVATE,2001-2002,"$22,380","$29,922",47.5%,26.2%,"$23,504"
ALBANY LAW SCHOOL,1851,1930,PRIVATE,2002-2003,"$24,255","$31,922",50.8%,24.6%,"$25,342"
ALBANY LAW SCHOOL,1851,1930,PRIVATE,2003-2004,"$26,185","$33,698",59.7%,20.2%,"$26,491"
ALBANY LAW SCHOOL,1851,1930,PRIVATE,2004-2005,"$30,093","$37,717",62.6%,18.7%,"$22,677"
ALBANY LAW SCHOOL,1851,1930,PRIVATE,2005-2006,"$32,360","$39,227",67.1%,16.5%,"$19,832"
ALBANY LAW SCHOOL,1851,1930,PRIVATE,2006-2007,"$35,079","$41,194",65.9%,17.1%,"$20,056"
